Area_ID,Latitude,Longitude,Especie,Solo,Prod_Anual_Ton,Biomassa_t_ha,Teor_Carbono_pct,Indice_Sustentabilidade,Custo_Producao_R$/ha,Preco_Venda_R$/Ton,CH4_emissao_kg_ha,N2O_emissao_kg_ha,Temp_Solo_C,Umidade_Solo_pct,Precipitacao_mm
B017,-3.0832538401017655,-60.2497248217583,Cacau,Gleissolo,24.044180605859772,14.868589264992057,40.55896655558799,0.6810364504272207,2961.7459603602956,792.706041396067,83.46420927308554,2.77989791809054,30.475800608665427,40.037540846578835,2481.434063963167
B018,-3.2166797913734353,-59.51042645541505,Cacau,Neossolo,28.822793396178653,11.606456149526661,48.82802496887228,0.6493839234111108,3563.5880586520307,804.5774416477997,59.96160762552356,3.0780867736638275,30.81107718359793,40.98426251205697,2289.1705598282733
B019,-2.193958984102149,-60.058140496065796,Cacau,Latossolo,13.35265574019782,14.612741250635771,47.82616374122938,0.769337656496464,3210.4091564863693,810.3510884357057,59.633383651903976,5.281515477216438,27.599293126693958,44.16354836662486,1959.7249374496882
B020,-3.2535346317474416,-59.91920851145316,Castanha,Latossolo,32.32233635768873,19.753092772030996,48.39614420575394,0.775236579185701,2780.871073814864,894.740603170597,73.73808619508611,3.2740705343853653,27.267095430773722,56.05076392902469,2658.5341125739333
B021,-3.0533942494596293,-59.81346877440873,Cupuaçu,Argissolo,22.442157013625767,17.01569178770772,44.7559094840986,0.9923750206122889,2737.0398137114066,978.8221979160116,64.34150543759756,1.9094120619152477,26.2432007682692,56.06252117866547,2204.274887572595
B022,-2.302275804195705,-59.79898932242417,Castanha,Latossolo,33.022906093046956,21.42551661013254,49.33237102305157,0.1891955462600865,3354.862954135131,570.512174443413,49.21432194288575,6.481426907741438,28.64730984172331,43.732897828996656,2141.111475660643
B023,-3.0784418598665395,-59.1010813009125,Castanha,Neossolo,19.049461774823676,19.005839728180437,52.64811337510046,0.636755213455177,4111.586603677208,901.4685666226842,51.96552415755296,3.745856459564912,24.71001708370988,42.84916254810828,2341.028348659662
B024,-2.872875488111317,-59.991539990286185,Castanha,Argissolo,25.31228481137133,17.872322119771095,49.04569283628976,0.6379691517737467,4245.204477323047,1030.7600543339518,40.588229092501784,6.241907380884305,29.172690349163926,36.317472492471445,2577.653720451048
B025,-3.072925520708793,-58.552922865129766,Castanha,Argissolo,30.314152290264197,22.702732751588126,39.34198917641195,0.5457027010982274,4315.174711480781,983.4072333656496,57.71145412948728,5.970451198412484,29.923324657255662,35.72157416153267,2562.286295791676
B026,-3.122887869810231,-59.90555071627754,Açaí,Neossolo,33.31870387744165,15.73053357315865,52.7179763511039,0.7062624377171365,3877.412089382103,862.1174744504975,61.57833372414737,5.586342611728557,29.035542084205478,27.827051408428176,2207.367946660564
B027,-2.7204643533679853,-59.898225147794825,Castanha,Neossolo,25.15221740099779,17.27363009681032,43.49299166707574,0.34357866200175935,4534.475457619442,947.2115142042695,75.11966783225995,3.654783428090602,26.774079480287128,39.21670046366836,2353.1870644257588
B028,-2.5293354586538936,-59.9589770375694,Cupuaçu,Latossolo,25.678184624412296,20.11928221633174,53.86099347234144,0.5328222285300918,4374.717687741166,1050.0129755490036,45.076528308965976,1.2988866406959985,27.077759297522885,36.846928688044535,2795.029459275389
B029,-2.714264743858567,-59.83099627448002,Cupuaçu,Neossolo,35.843747114041534,19.44534140794562,47.2868640255286,0.5783627559345081,3443.149585494362,1125.4091778411987,55.596524461229045,5.040715998908595,30.502387672276274,43.238711700197875,2396.1501275886512
B030,-3.499748881878178,-59.48495879361819,Cupuaçu,Latossolo,30.314285101507004,18.248185357058972,46.72834002424527,0.6786103776282336,3731.172551915219,659.9775011457657,74.91962946472634,4.023577508706979,26.33113160053303,59.812974372899234,1793.4508974046305
B031,-3.2605092077201565,-59.67252690588684,Cupuaçu,Latossolo,25.37425005923955,12.148349108618355,52.57552659697065,0.8960055724921043,2897.0971554831,941.4056254788875,74.7038572986649,6.812512863813266,26.02353132662991,31.062598438006077,2508.241860484582
B032,-2.8816076268723068,-60.4640729058921,Cacau,Neossolo,31.807781836959002,23.161033011421658,42.656326911241344,0.8743868332493072,3801.7737468099517,889.5257586666755,55.221268274846544,2.2054936669272296,28.680673014063288,48.508601819047534,2366.40180745238
B033,-2.0778837316802132,-60.47039471140291,Açaí,Latossolo,35.63227096874131,21.66994183848518,50.19778149386468,0.45217513139953425,2940.8584835342144,817.8067913239765,59.74499078589346,3.3985027956152987,28.517829756274747,49.27157051883411,2118.020878986226
B034,-3.0818241684941867,-60.180895040747025,Açaí,Argissolo,33.29562574537764,5.740671956174873,53.27443374042031,0.9977306312855243,2964.2894372954715,849.7277415312025,61.65189556044523,3.842963533215722,28.64180532177709,41.821092369452536,2286.702832340539
B035,-2.8938361330308275,-60.428213714049335,Castanha,Argissolo,22.899720009881968,17.407156281908065,53.49480370382579,0.5792902181044305,4175.86613497187,751.9017572652212,71.79662295448894,7.214020868439567,29.878632285491932,37.80258998898588,2740.116346776089
B036,-2.3193243604175624,-59.727904467298295,Cupuaçu,Argissolo,31.37891722483156,15.927329536861238,49.314322262870604,0.5816257207500701,3046.0493165923476,986.9049562975496,56.43124719681862,5.285725066632976,28.303891056728023,45.378797298904466,2415.371344555407
B037,-3.0841200014649677,-59.660963047988744,Açaí,Neossolo,32.06082853609544,17.1869496116488,45.412259115285636,0.9050283881447989,4105.76656618828,1078.551307216197,81.3053796002756,3.2337054890116965,25.969108673658702,48.23841768362758,2333.60298946493
B038,-2.3119041821772224,-58.55712805204439,Castanha,Gleissolo,43.26822020040913,23.54268107824176,48.65042532277743,0.9827530255406935,3164.7563221065484,758.1378082309534,46.56106649919728,4.655407848015243,28.1180752019041,38.367538038752755,2283.7347425548915
B039,-2.549908459222352,-60.01760200064546,Cupuaçu,Latossolo,38.58089830077891,25.174290094486988,47.45437534987747,0.7681132628929207,2934.436637805532,1017.0516227152478,90.48688496104431,3.508942849308438,30.31412894136973,35.959196770969115,2183.994621354406
B040,-2.9981920407101055,-58.78056735477658,Açaí,Argissolo,27.962462255468722,17.278463666626926,52.454790516660594,0.38229667690268115,4120.927342287565,802.7287834489637,54.85568049648475,3.265004126696648,24.497344382104938,38.40523975314061,2341.33497037751
B041,-2.1294115425814653,-58.86322880253194,Açaí,Gleissolo,35.39072618330698,21.57257020868204,56.740492565195716,0.4871925243187962,4698.921815063788,878.2101538552874,51.631628998724274,6.881948043220774,27.609956185297996,31.900090636386956,2485.5174934937313
B042,-2.4881213990785485,-59.24119250661115,Castanha,Gleissolo,26.69591462080175,21.155177602192314,54.195711736963766,0.3908747891560083,2280.961760089571,874.9285622089478,58.911975904673874,4.627526200748943,27.1479636458258,33.65224008517586,2998.8195484618527
B043,-3.022695691012185,-59.476814951632804,Castanha,Neossolo,25.993584029702074,20.42485478650566,49.75575252560638,0.6434547726035819,3480.575105094243,830.0662953969766,64.41204947058665,6.9375353346608035,22.190302905267465,45.39187517901067,2552.0801878757597
B044,-3.306893508208244,-59.897437147956474,Cacau,Latossolo,1.3817200127387999,17.98425386905018,45.84160074149785,0.4775676822916848,4809.582465062536,747.9270715526288,37.93177873400789,3.348980739160244,26.688782458700928,47.22313030166569,2629.5314526897423
B045,-2.2035603942959563,-58.81474728590146,Castanha,Neossolo,27.424494915217423,23.507103737312164,44.02470230387469,0.39956806694780717,4720.923721234859,1027.7579090540955,65.04936603286491,3.4563520846324476,28.062541061522133,40.25118109459683,2618.3867099195277
B046,-2.1107524365965205,-59.04979215521892,Cacau,Gleissolo,41.2120215377756,19.092066294121977,41.50708394560453,0.5332758902575252,3307.126880670751,929.5177181556437,64.42037826440782,5.420953909402985,27.195802360577304,35.86938416940994,2371.417926103296
B047,-2.4016124261852583,-58.69802588549845,Castanha,Gleissolo,29.84330475783238,22.121077310292733,58.22211854070414,0.9169337591229793,3332.836189367473,924.5676043562621,48.60290782927126,4.446002696900719,28.97957618040317,49.997733613253175,2470.5436857384097
B048,-3.451236116917694,-60.345737093525784,Cacau,Neossolo,20.544372073335268,22.577259089110388,50.70517982266746,0.7434411633916941,4108.687035842919,1032.4952478017372,58.835379968633504,2.625938980604991,26.03300893370924,35.02898386845034,2353.4068417288995
B049,-2.534343029085269,-59.749733664042736,Cupuaçu,Latossolo,34.26902822069928,20.789438170884583,46.0394166159852,0.9285278617900217,3386.7827405812122,827.8906853885687,57.797044097278174,4.938926853984711,30.758586335120462,49.999904120969425,2130.760107798149
B050,-3.085416389935839,-59.45520387997034,Castanha,Argissolo,34.06647728672738,16.11110202554165,46.59120967935302,0.5949646796181846,3343.859509120395,1097.2933755289578,53.193027054503695,3.9462596382586788,28.79476424357422,54.39976226846586,2660.16712307322
B051,-2.7206509989134,-60.324977501312546,Cupuaçu,Latossolo,20.370077022856897,26.755984197884583,44.42605948038583,0.7214912996274883,3392.414928071057,769.466606667815,48.8577448845662,6.314939169816884,27.64989361645281,34.31674165164874,2016.9529335219418
B052,-2.9319663934027753,-59.413807673747854,Cupuaçu,Gleissolo,29.559067049514727,15.490119888779766,44.519924829590096,0.38847106621485994,3809.2397974443584,904.1711929018779,58.91668350427275,4.801532259774852,28.67363310462478,34.909678967214546,1929.1225505343805
B053,-3.2029142009931864,-59.510106098915095,Cupuaçu,Latossolo,29.303903491198444,25.125471257948075,50.409034862115156,0.7154492162867854,2627.275885282353,863.9558143038212,56.61413267993864,4.507582755522888,26.95368903012186,52.12328305205451,2413.1881910212
B054,-2.7786994800868325,-59.88661484063558,Açaí,Neossolo,23.280764794573848,20.88211539477134,52.484281703905424,0.5293253534903652,4756.548393013233,1107.8998180393246,52.70771600356724,4.908178246282829,26.010539078311062,48.477443027995726,2465.9487483384237
B055,-2.978049964762791,-60.02513672944876,Cacau,Neossolo,37.95720756877175,27.167971366645936,51.60066133817519,0.2972835124194974,3529.6066767818907,976.1477017362315,84.33900802724162,3.6988515007080074,22.719918972612973,46.05194612764729,2588.1965975853736
B056,-2.29340854152578,-60.38975459474001,Castanha,Gleissolo,27.80774444554266,20.47106953526072,38.17959627341062,0.539666970532462,4205.845676788155,1020.7044616302912,71.1271084399356,4.371284082243509,24.79937963950711,42.86783593484653,2575.74458922882
B057,-3.4547538070613086,-59.186276079333105,Cacau,Latossolo,41.45421633489812,27.88180384167121,54.334701349617276,0.3536677843353972,4543.823818840422,935.9360186418129,68.02062135928317,3.2581378387926794,30.74241497375477,41.53159075778523,2214.7378782788624
B058,-2.757502475194725,-59.05689001123878,Açaí,Argissolo,40.739443965163844,20.389552978646307,45.88582546409687,0.5840400260287282,3272.9998852713356,912.0615500860711,54.36316636580591,3.315583553655628,26.1848265705047,50.404442153458966,2183.0136240711454
B059,-2.2456370913096437,-59.049117456050155,Cacau,Neossolo,18.46702850971372,22.399843080336456,46.62127109879897,0.8083243923737372,4450.546160503289,999.7655548153444,54.94313354192387,5.090950528346351,25.24948814045655,37.17280489865077,2531.6952914332755
B060,-2.466955458896398,-59.21323437345989,Castanha,Latossolo,27.34858556836593,19.950284879462675,51.640507919960584,0.6453731775227054,3930.728249558018,945.791700642927,78.68804250115976,4.6603401810703575,28.972905018635327,47.864808736330765,2863.9164411100664
B061,-2.194840185072173,-59.43148040124197,Cacau,Argissolo,27.270413336020862,16.058569989356435,52.49916195990289,0.5923129539381204,2920.7071281676745,815.8235963367723,45.736936797924955,4.995856315997423,28.366418692149004,41.52566261265315,2459.6295293973453
B062,-2.796007085455299,-59.73885505127963,Cupuaçu,Argissolo,24.054428486737216,19.41070056256273,49.72802059213441,0.8635010639879558,4328.283655370997,595.7378191583666,66.88430558036843,5.438493947555526,32.14513841034486,50.77301141678549,2308.523227912099
B063,-3.34847097315657,-58.5610319987017,Açaí,Argissolo,30.47126896017441,21.486030780200196,46.263656215109386,0.15221897023585174,4245.8394256450465,806.6466135439205,67.00450151280174,4.42824739951192,29.633595058371174,33.91048057357891,2485.5903615916145
B064,-2.0672579412236383,-60.058484430535685,Cacau,Latossolo,40.52220662222276,26.324792651249414,51.43393280128883,0.83115698066526,3078.077883840075,878.2459526458671,50.461030845017355,4.140652781052877,27.05574958129715,39.23585481456789,2081.715055816344
B065,-3.3421673168883017,-59.17887131680161,Castanha,Neossolo,42.49863667135179,14.527361035602278,50.11260835394811,0.48812208767728016,3185.3485986440014,836.910827024948,52.30104366948152,4.671122120752135,32.150109241258896,49.008458124911,1662.0472058368919
B066,-3.3572664114110573,-59.64270668847516,Cupuaçu,Neossolo,28.6604734289885,18.927558760050598,49.08086678672654,0.8628950560262543,4109.393804191548,1130.6824257240476,49.309247127850995,3.836437414468244,27.918110623343384,25.959807648524613,2780.118633986398
B067,-2.1148750414255097,-59.76818369391584,Cacau,Gleissolo,31.691890708069607,16.198652960189563,51.832652470460935,0.8091336894852912,3750.461090809099,842.2207450958475,85.83923863555388,6.757770674186865,28.465893613916876,39.01837980986085,2365.442072306855
B068,-3.461071919891945,-59.37658194102349,Castanha,Gleissolo,29.772668711722886,15.418727349000262,57.386209991720555,0.5272615665513852,3469.8663078878917,936.1641943936278,60.51232074567521,6.380206371522899,28.309026917371536,42.33567946385137,2613.0024744028315
B069,-3.100834376210749,-59.326415298100656,Cacau,Neossolo,30.845161004684684,23.663715589320567,41.90055296320885,0.5459530502314692,3415.5974991910152,825.4110103163036,77.33452908551627,4.782010789460646,26.472623830485457,50.18250075975776,2377.7115262739126
B070,-2.2524041632128995,-59.938239034523306,Açaí,Argissolo,39.83441667244558,12.326215101605008,52.96326858245541,0.3897374849814582,2938.541506614006,691.2119460758767,68.69974437191696,3.1348786125033667,28.602237893317625,49.61961490979324,2492.306027330885
B071,-3.325556968974501,-58.8214051697324,Castanha,Gleissolo,45.536896786618485,23.288066791093826,47.76624771511351,0.8549277148654661,4738.812325578833,748.6078683366718,36.400973530642176,5.1790525531907505,28.02135995181943,39.03991147608748,1515.3064678359378
B072,-2.4025020343636463,-58.64516506308656,Cupuaçu,Gleissolo,28.747219222804677,20.068298046714506,42.853690580041786,0.9531762313978147,2152.3736161635816,773.0713024677418,42.96953709430494,3.740265578200553,30.239279696147605,36.478015428599285,2665.319813837314
B073,-3.453520800987623,-60.17912190808554,Cacau,Latossolo,35.474715867926854,13.06384601692538,50.42642209450576,0.8943677017420907,4061.885636870042,715.6628490551477,54.6850466213895,4.7613969664273625,26.640067043714303,44.38150000728636,2391.66018127186
B074,-2.874056540201858,-60.36664917738611,Açaí,Neossolo,33.78018577476843,20.366446634015727,58.75072822977203,0.9840992991392625,3593.1143502778245,885.7360335491584,59.249324549789726,4.705731236093893,25.389705380678546,40.253688117710524,2274.631638800219
B075,-2.1924203753994234,-59.3947698185155,Açaí,Neossolo,28.660415668200756,15.179259740675334,54.60753827431757,0.32204424328954934,3971.928705365216,915.3987872141221,49.69696202885901,3.5156482747103044,31.111890766179503,51.78216399664341,1897.2340620593286
B076,-2.198708599776918,-59.0430315710317,Açaí,Latossolo,30.168955687188756,12.962173066534618,49.80497632993321,0.6537687538733157,3344.758933464183,736.4887414386133,62.06471684963464,4.852705179570186,29.363340514782195,33.40095096066855,2381.0467103091664
B077,-3.1235481216020955,-59.930181444641995,Cupuaçu,Gleissolo,24.74771836563366,12.854527133774592,55.15175250979189,0.4504805226315388,2959.285413043909,1030.381297372705,61.39584432161573,4.478406410388983,24.440931113934546,62.94263188550444,2038.423690998974
B078,-2.1857917970856633,-60.227275910413994,Castanha,Neossolo,27.29888804213918,18.28643114309105,47.79833480800349,0.8157185273904194,2354.5049271004136,947.719737215517,58.28597547819307,5.204887563134051,29.07607952024403,25.35667782512299,2506.974519266743
B079,-3.0671394761122146,-59.29497210661596,Castanha,Gleissolo,21.606430068324308,18.631717288697455,46.66700458262681,0.7318541676977142,3816.604304789018,1002.8468290285995,58.320407095377185,7.376229235626598,30.978396024376263,54.68787360998503,2187.7010758640827
B080,-3.165080470338488,-59.91667922636048,Cupuaçu,Gleissolo,25.054780333233474,17.36153700635751,46.78761418380679,0.4521355863829639,3597.4268925606348,816.0234936781625,47.65497758068646,4.773126221006906,29.406966414735475,46.10997407962913,2381.147489787851
B081,-3.1952356837660556,-58.51065612889133,Açaí,Argissolo,41.14210506679582,19.032381332103363,53.94957286010502,0.8725878805436678,4183.723172098697,852.3956007844329,74.70441693352838,5.792171203656321,26.57021722765107,41.58603991734241,2194.0064275083478
B082,-2.79209775046665,-60.057847499255224,Cacau,Argissolo,22.36194471261486,16.63917467210169,52.30497878339605,0.9268457173175164,4280.396509955292,782.9998403106727,52.22558442009351,3.035641305016796,27.728479197645708,44.78901976040562,2710.8581873253393
B083,-2.510659460524983,-59.525360161448496,Açaí,Neossolo,24.1017967388934,21.79361783030846,41.11754355878692,0.39339898642290716,4630.774586289839,837.5304511112095,84.41119671893418,6.141882569897536,29.067135280495783,39.005075401688416,2192.9365835530093
B084,-2.3032955146103964,-59.62865681050887,Cacau,Latossolo,30.2080563796348,16.163449232264384,58.56472118269811,0.46160177787509005,2814.8095069107585,692.5996287322793,62.27654744763918,4.4353289855877565,27.183529810693113,52.72884088068262,2405.890791274415
B085,-3.2361635393936155,-59.13998281166736,Açaí,Argissolo,29.9175680156387,21.043452763688542,58.52325250366097,0.7420777931805079,2373.6643439446225,948.2824869811702,81.6557885245202,5.331736685685478,30.060497014166337,48.85815256685185,2838.474620013861
B086,-2.7973845310492784,-59.17109175639053,Cacau,Latossolo,14.670489750539138,15.932127575153803,53.126483234333904,0.5235785140164722,3590.56173114485,792.9266695121744,83.58436714092576,5.088291776041886,29.740234534530316,37.889688188705996,3204.28376377043
B087,-2.231302410314464,-60.265991664017605,Castanha,Neossolo,14.816532974084241,16.83176979019162,40.21154021590996,0.5556450033986248,3292.3443912727544,921.6157065621524,67.59433159113671,4.496949272435843,27.524369550451897,51.97286415479752,2405.2423039283585
B088,-2.156899985798724,-59.45001127351176,Castanha,Latossolo,23.35944478560143,21.085350859117483,49.27507335163565,0.9330792096668451,4199.871273579006,834.0580962200265,59.80508296856353,5.058407758798656,26.42916903257166,38.99451366602358,2219.14263612371
B089,-2.6206298959338525,-59.31867108666577,Açaí,Latossolo,22.445258355556806,15.100120342276277,41.41764413665225,0.6149719602140341,4132.924817317376,933.0167856199635,45.9586839577364,5.392644696005297,23.728020494896082,44.720364241335886,2521.659877318318
B090,-2.6916777836214414,-59.47645166077012,Cacau,Neossolo,29.765625180578365,20.373783437436927,40.8397488803713,0.582104177264616,4313.602424631452,697.0496296204487,48.118829993612906,5.037435054708283,27.50283685114406,30.770955193956453,2397.087751923825
B091,-3.3808351514073385,-59.637174900280236,Açaí,Latossolo,23.336945390406974,12.270833770839616,52.39035120710333,0.7195640567168229,2761.8538006381377,813.6715110485524,79.65285004145827,5.497361807676145,27.155210568018187,46.46013079646727,2293.9044888315275
B092,-2.7834574172986972,-60.36311335198031,Cacau,Argissolo,21.689068885034615,20.87016825293741,56.61582395751175,0.7096926225861288,3125.2192719795244,872.5139286377046,61.75377673576962,6.010878030184141,27.687492577198128,53.32363909666049,2288.4378090120867
B093,-2.139200967012048,-59.74249704604142,Açaí,Argissolo,23.798974950308644,17.062199769544065,46.13656809428326,0.5401722967913474,5139.6308898532425,1133.4112616581963,77.5283755753427,5.125292692316421,32.0160984495396,44.901284476901964,2492.641777530988
B094,-2.454783175017096,-60.20050405886381,Açaí,Argissolo,14.760624495652781,17.11959119130501,50.16857193674717,0.6675418085942476,1936.3403761471368,784.7004751920412,51.25284834139723,2.8998553389412463,27.351413885936136,45.61331173604541,2077.736471612345
B095,-2.598608709432941,-60.13381801464729,Cacau,Argissolo,36.87204104132162,21.54590418819446,45.98703104655008,0.972134214666422,4513.561182370475,1001.5916777337015,52.2439626779201,5.516900541140141,26.56852925930065,37.347589750012666,2498.415773942025
B096,-2.0008668829721703,-60.28955603372186,Cupuaçu,Latossolo,30.111521163701486,22.03607820799876,38.40679543760203,0.8435291283946954,3973.6231504425195,940.0635502547955,62.31689305102838,2.5479835127663866,26.072392134820536,37.10406503270434,2507.7590098506944
B097,-2.8215958469769324,-59.39909977537649,Cupuaçu,Latossolo,36.83318664134002,16.210749725262733,51.49082773742928,0.7388587957767204,3687.2156667563722,1075.496066441787,45.480570128138055,2.0653250413659507,29.344971332349772,39.8396057157414,2440.3850314970778
B098,-2.178306769798621,-59.963668476999125,Castanha,Gleissolo,48.246371840213406,19.55979950113732,48.22392145987883,0.8670859958500615,3223.1150310988046,1065.5055049206992,43.912381375438414,6.948418106250845,26.649613696353452,45.54335164138,2562.454916215253
B099,-2.4227975902866876,-58.81739157201833,Castanha,Latossolo,44.81979956621382,25.76096098696708,49.89920463243287,0.7314003293786735,3544.6151651212467,1004.0160408522296,70.06905510605147,1.6742873380808736,25.975253851668636,47.74585164613115,2413.2021534285277
B100,-3.422125670658117,-59.46342944210564,Cacau,Neossolo,27.210525371745216,20.82428797616944,49.09384972738309,0.29758404592012155,2219.61348176126,952.2816081618565,61.68621868367662,3.0443884230239098,26.52352079524911,49.135061174636604,2234.8492049668453
B101,-2.684745893034725,-59.554848675202166,Castanha,Argissolo,44.09302102653662,20.230090730071158,45.79268783981696,0.7976640523369828,2193.515663140167,906.929260259545,62.861493176845435,4.455621184366337,32.34985980633319,43.47461024758975,1710.7575318196589
B102,-2.7377081097692075,-59.70412010526011,Açaí,Latossolo,24.62774748355579,24.44106396489567,50.054632163709904,0.5752036893067963,2863.9566144778837,836.639463892751,34.00417244663889,4.770026805937657,29.960083472429023,43.60774622705882,2737.580259616744
B103,-2.95571845161121,-58.77569499593794,Castanha,Gleissolo,33.618574463403455,19.27698432378936,39.52411723076917,0.49958345808299065,3059.8629188085324,984.7615255848162,39.48032805645805,3.5402719563764693,26.473950402351747,32.918275504538556,2791.093637998626
B104,-3.1831112011534,-58.83143738819274,Cacau,Argissolo,29.680365987232438,20.843705352164918,50.97239523208205,0.6572236883360794,4681.571891658266,847.7697982816379,69.11436571308931,5.348392961262361,32.64774723726964,37.26252722902256,2531.0168115090773
B105,-2.440088512361884,-58.57544084451017,Açaí,Argissolo,39.61314272334607,14.450772954500284,52.90482667328929,0.8878272907665602,3261.787213461817,826.1245841839915,65.47072193779582,6.082269828227689,29.346021537844756,30.282265055149754,2194.0991694215827
B106,-3.3728993548504227,-58.94412573137244,Castanha,Gleissolo,22.05645640292205,14.863503525456082,46.28860245312018,0.7258308217005488,4252.857927566192,761.394200433684,46.71007656878152,3.5166111855370437,23.83054235890001,43.2572546903791,2670.7204239462203
B107,-2.571825208514775,-59.778825486902605,Cupuaçu,Gleissolo,41.397014766303855,18.516095643394742,46.05160275998859,0.7347146968616336,2463.7575330996838,1091.3658223724829,72.94598904660326,6.375352542679699,26.622311883613456,44.72676366912819,2569.5740921713696
B108,-2.5716961665313267,-59.200202523059225,Cacau,Neossolo,33.64878393217905,22.199322331843206,48.328430022682,0.8565136499644742,3161.580862132917,832.967556364813,67.21489293280175,3.5737040731112857,27.336884066023178,40.877834730136364,1810.11391014016
B109,-2.322410393853188,-59.305784805891925,Cupuaçu,Latossolo,23.877813696562168,26.084903239936274,50.56099343510817,0.5727728503301892,3949.3556562369977,767.6607856104821,61.988998550848855,5.1242773476444174,28.292281365544646,36.055853932229695,2643.2995586913166
B110,-3.3208461132056106,-60.28362238276772,Castanha,Gleissolo,27.983704286232165,18.894371204114382,50.43006692284047,0.4714027421384599,3339.597277502378,756.2055057392236,53.398108151897716,6.033979631086883,29.16041756103878,44.524050548939314,2434.066305290817
